Selected,Cluster,Silhouette,Silhouette (Cluster),Selected (1),Selected (2),CustomerID,TotalSales,OrderCount,AvgOrderValue
No,C1,0.594288,0.305194,No,No,16653,0.612071,-0.0197442,1.3011
No,C1,0.593798,0.303511,No,No,16654,-0.111615,0.806289,-1.13912
No,C1,0.593303,0.301816,No,No,16655,1.42763,1.16249,1.34059
No,C1,0.592808,0.300117,No,No,16656,1.63877,1.60492,1.25033
No,C1,0.592317,0.298436,No,No,16657,0.369499,0.807095,-0.392064
No,C1,0.591814,0.296715,No,No,16658,-1.49855,-0.824824,-1.34301
No,C1,0.591311,0.295,No,No,16659,-1.70727,-0.824019,-1.69921
No,C1,0.590814,0.293303,No,No,16660,0.652365,0.807901,0.198651
No,C1,0.588269,0.284637,No,No,16665,-1.46309,-0.823213,-1.2592
No,C1,0.587754,0.28289,No,No,16666,-1.51869,-0.822407,-1.37927
No,C1,0.587242,0.281155,No,No,16667,-0.173668,-0.0189383,-0.0592326
No,C1,0.586719,0.279382,No,No,16668,-0.853836,1.1633,-1.67906
No,C1,0.586202,0.27763,No,No,16669,0.726506,0.459758,0.967466
No,C1,0.585676,0.275854,No,No,16670,1.45825,1.49935,0.57097
No,C1,0.585152,0.274084,No,No,16671,0.910248,0.460564,1.23663
No,C1,0.584622,0.272294,No,No,16672,1.62829,1.65005,0.786948
No,C1,0.583563,0.268723,No,No,16674,-0.786948,-0.0181324,-1.04967
No,C1,0.582494,0.265125,No,No,16676,0.861895,0.808707,0.711195
No,C1,0.581414,0.261497,No,No,16678,1.26081,1.50016,-0.240557
No,C1,0.580869,0.259668,No,No,16679,-1.48162,-0.821601,-1.30191
No,C1,0.580326,0.257848,No,No,16680,-1.26242,-0.820795,-0.82563
No,C1,0.579781,0.256025,No,No,16681,0.951349,1.1641,0.000402943
No,C1,0.579233,0.25419,No,No,16682,0.349352,0.809513,-0.424299
No,C1,0.578121,0.250472,No,No,16684,1.72339,1.69276,1.70727
No,C1,0.57757,0.248633,No,No,16685,-0.772442,-0.0173266,-1.02468
No,C1,0.57701,0.246769,No,No,16686,1.31158,1.27531,0.885266
No,C1,0.57589,0.243036,No,No,16688,0.539541,0.46137,0.565329
No,C1,0.575324,0.241156,No,No,16689,-0.465399,-0.0165207,-0.577417
No,C1,0.574753,0.239259,No,No,16690,-1.10688,-0.0157148,-1.42843
No,C1,0.573613,0.235475,No,No,16692,0.659618,-0.0149089,1.34865
No,C1,0.57304,0.233577,No,No,16693,-0.342905,-0.014103,-0.336457
No,C1,0.571303,0.227827,No,No,16696,0.00362649,0.810319,-0.999702
No,C1,0.570714,0.225883,No,No,16697,-1.54851,-0.819989,-1.42924
No,C1,0.570132,0.223962,No,No,16698,1.04,-0.0132971,1.57913
No,C1,0.568954,0.220079,No,No,16700,1.51063,1.54448,0.715224
No,C1,0.568361,0.218128,No,No,16701,1.51869,1.54529,0.755518
No,C1,0.565967,0.21026,No,No,16705,1.68309,1.65086,1.43327
No,C1,0.565366,0.20829,No,No,16706,-0.241363,0.462176,-0.888489
No,C1,0.564151,0.204308,No,No,16708,-0.0028206,-0.819183,1.36799
No,C1,0.563541,0.202313,No,No,16709,1.30836,1.0126,1.29949
No,C1,0.562927,0.200309,No,No,16710,1.18909,1.45986,-0.271987
No,C1,0.562314,0.198304,No,No,16711,0.71603,0.811124,0.364663
No,C1,0.561693,0.196277,No,No,16712,1.40345,1.50096,0.314699
No,C1,0.56107,0.194246,No,No,16713,1.60573,1.60573,0.981972
No,C1,0.56045,0.192225,No,No,16714,0.583865,0.462982,0.655588
No,C1,0.55982,0.190173,No,No,16715,-0.879625,-0.818377,0.0511738
No,C1,0.559193,0.188135,No,No,16716,0.332428,-0.0124912,0.936037
No,C1,0.558558,0.186069,No,No,16717,1.43327,1.16491,1.3551
No,C1,0.557924,0.184009,No,No,16718,-0.0584267,-0.817572,1.32931
No,C1,0.557288,0.181943,No,No,16719,0.964243,1.27612,-0.226857
No,C1,0.556643,0.179853,No,No,16720,-1.38169,-0.816766,-1.08835
No,C1,0.556004,0.17778,No,No,16721,-0.907831,-0.81596,-0.0124912
No,C1,0.555358,0.175686,No,No,16722,1.5058,1.57269,0.525841
No,C1,0.554713,0.1736,No,No,16723,-0.138209,-0.0116853,-0.00685003
No,C1,0.553406,0.169372,No,No,16725,0.194622,1.27693,-1.44052
No,C1,0.552753,0.167262,No,No,16726,0.72973,1.0134,-0.109198
No,C1,0.552092,0.165128,No,No,16727,-0.961825,-0.815154,-0.129345
No,C1,0.551434,0.163004,No,No,16728,0.479099,0.81193,-0.181727
No,C1,0.550765,0.160851,No,No,16729,1.61056,1.66698,0.403346
No,C1,0.550103,0.158716,No,No,16730,0.139015,0.463787,-0.276016
No,C1,0.548759,0.15439,No,No,16732,-0.104362,-0.814348,1.29466
No,C1,0.54741,0.150053,No,No,16734,-0.0132971,0.464593,-0.527452
No,C1,0.546728,0.147864,No,No,16735,1.14476,1.01421,0.974719
No,C1,0.545362,0.143481,No,No,16737,-0.475876,-0.813542,0.803871
No,C1,0.544668,0.141257,No,No,16738,-1.72983,-0.812736,-1.72903
No,C1,0.543984,0.139067,No,No,16739,-0.776471,-0.81193,0.242975
No,C1,0.541898,0.132392,No,No,16742,-0.373528,-0.811124,0.994866
No,C1,0.541198,0.130155,No,No,16743,1.12623,1.27773,0.222022
No,C1,0.540494,0.127908,No,No,16744,0.674124,1.27854,-0.804677
No,C1,0.539787,0.125649,No,No,16745,1.60976,1.63071,0.830466
No,C1,0.539078,0.123388,No,No,16746,1.58236,1.63152,0.544376
No,C1,0.538369,0.121129,No,No,16747,0.255869,-0.0108795,0.807095
No,C1,0.537654,0.11885,No,No,16748,0.811124,1.01501,0.0680974
No,C1,0.536214,0.114264,No,No,16750,-0.0576209,1.01582,-1.33817
No,C1,0.535491,0.111962,No,No,16751,0.947319,-0.810319,1.6839
No,C1,0.534766,0.109657,No,No,16752,-1.17619,-0.809513,-0.616906
No,C1,0.534038,0.107343,No,No,16753,-1.11253,-0.808707,-0.47104
No,C1,0.533305,0.105013,No,No,16754,1.04241,-0.807901,1.69518
No,C1,0.532572,0.102688,No,No,16755,0.80226,0.465399,1.08996
No,C1,0.531835,0.100348,No,No,16756,-1.06256,-0.807095,-0.346128
No,C1,0.531091,0.0979864,No,No,16757,-1.58075,-0.806289,-1.4792
No,C1,0.530352,0.0956442,No,No,16758,-0.623353,-0.805483,0.552435
No,C1,0.529606,0.0932804,No,No,16759,-0.47104,-0.0100736,-0.590312
No,C1,0.528105,0.0885235,No,No,16761,-0.799842,-0.804677,0.194622
No,C1,0.527349,0.0861329,No,No,16762,0.805483,0.466205,1.09641
No,C1,0.526591,0.0837335,No,No,16763,-0.0890504,-0.803871,1.30836
No,C1,0.525829,0.081322,No,No,16764,1.20843,1.54609,-0.5339
No,C1,0.525062,0.0788969,No,No,16765,-1.71613,-0.803066,-1.70969
No,C1,0.524301,0.0764919,No,No,16766,0.572582,-0.00926769,1.24308
No,C1,0.523528,0.0740502,No,No,16767,1.55496,1.50177,1.11011
No,C1,0.522759,0.071621,No,No,16768,-0.349352,0.467011,-1.0537
No,C1,0.521983,0.0691708,No,No,16769,-0.590312,-0.80226,0.626576
No,C1,0.521204,0.066714,No,No,16770,0.17528,1.01663,-1.10205
No,C1,0.520422,0.0642454,No,No,16771,1.12945,1.01743,0.930396
No,C1,0.51885,0.0592868,No,No,16773,-1.30674,-0.801454,-0.935231
No,C1,0.518062,0.0568031,No,No,16774,0.0132971,0.812736,-0.990837
No,C1,0.517266,0.0542971,No,No,16775,0.913472,1.50257,-1.10124
No,C1,0.516471,0.0517915,No,No,16776,-0.562106,-0.800648,0.659618
No,C1,0.515672,0.0492739,No,No,16777,-1.10124,-0.0084618,-1.42279
No,C1,0.51487,0.0467486,No,No,16778,-1.04,-0.00765592,-1.34784
No,C1,0.514061,0.0442036,No,No,16779,1.64844,1.65811,1.04161
No,C1,0.513258,0.0416739,No,No,16780,-0.458952,-0.00685003,-0.567747
No,C1,0.512445,0.0391173,No,No,16781,-0.824824,-0.799842,0.151104
No,C1,0.51163,0.0365523,No,No,16782,1.13831,1.57349,-0.898966
No,C1,0.509992,0.0314023,No,No,16784,-1.57913,-0.799036,-1.47437
No,C1,0.506689,0.0210186,No,No,16788,-0.122898,-0.00604415,0.0237736
No,C1,0.505022,0.0157769,No,No,16790,0.720059,1.01824,-0.126927
No,C1,0.504183,0.0131431,No,No,16791,0.932007,1.27934,-0.29294
No,C1,0.503341,0.0104977,No,No,16792,-1.56705,-0.00523826,-1.67262
No,C3,0.496914,-0.00969452,No,No,16793,-1.04644,-0.79823,-0.307446
No,C3,0.497757,-0.00704822,No,No,16794,0.550823,1.42279,-1.33898
No,C3,0.498604,-0.0043871,No,No,16795,-0.48877,-0.797424,0.78856
No,C3,0.499451,-0.00172485,No,No,16796,-0.859478,-0.796618,0.0906622
No,C3,0.502832,0.008898,No,No,16800,0.608041,-0.795813,1.63313
No,C3,0.503672,0.0115375,No,No,16801,0.876401,0.813542,0.740206
No,C3,0.505343,0.0167883,No,No,16803,-0.739401,-0.795007,0.319534
No,C3,0.506175,0.0194022,No,No,16804,-0.229275,0.467817,-0.861895
No,C3,0.507004,0.0220059,No,No,16805,-0.384811,-0.00443237,-0.417046
No,C3,0.507828,0.0245974,No,No,16806,0.217186,0.814348,-0.67493
No,C3,0.508649,0.0271789,No,No,16807,0.550017,0.468623,0.580641
No,C3,0.509468,0.0297532,No,No,16808,-0.923948,-0.00362649,-1.18909
No,C3,0.510284,0.0323187,No,No,16809,0.346128,1.01904,-0.831272
No,C3,0.511096,0.0348744,No,No,16810,-0.832077,-0.794201,0.13418
No,C3,0.511906,0.0374213,No,No,16811,-0.807095,-0.793395,0.182533
No,C3,0.512711,0.0399553,No,No,16812,-0.346128,-0.792589,1.03435
No,C3,0.513515,0.0424851,No,No,16813,0.832077,1.4236,-0.934425
No,C3,0.514314,0.0449998,No,No,16814,1.5888,1.66778,0.135792
No,C3,0.515909,0.0500225,No,No,16816,-0.479099,0.815154,-1.4921
No,C3,0.516702,0.0525175,No,No,16817,0.737789,1.36719,-0.921531
No,C3,0.517489,0.0549998,No,No,16818,1.36154,1.50338,0.0809916
No,C3,0.51906,0.0599514,No,No,16820,-0.30664,-0.791783,1.08513
No,C3,0.521397,0.0673227,No,No,16823,-0.650753,-0.790977,0.496829
No,C3,0.522172,0.0697669,No,No,16824,-0.383199,-0.0028206,-0.415434
No,C3,0.522941,0.0721956,No,No,16825,0.181727,-0.00201472,0.658006
No,C3,0.523708,0.0746187,No,No,16826,-0.708777,-0.790171,0.383199
No,C3,0.525232,0.0794366,No,No,16828,-1.48404,-0.00120883,-1.64844
No,C3,0.525993,0.0818408,No,No,16829,-1.21326,-0.789365,-0.707165
No,C3,0.526749,0.0842325,No,No,16830,-0.766801,-0.78856,0.264734
No,C3,0.528251,0.088988,No,No,16832,-1.20681,0.469429,-1.64602
No,C3,0.529001,0.0913624,No,No,16833,0.0310266,0.470235,-0.475876
No,C3,0.529743,0.0937148,No,No,16834,-0.494411,-0.787754,0.783724
No,C3,0.530485,0.0960664,No,No,16835,-1.27129,-0.000402943,-1.5614
No,C3,0.531225,0.0984119,No,No,16836,-1.02146,0.000402943,-1.32528
No,C3,0.531958,0.100739,No,No,16837,1.33092,1.50419,-0.0398914
No,C3,0.532695,0.103077,No,No,16838,-0.139015,0.00120883,-0.0084618
No,C3,0.533419,0.105375,No,No,16839,1.68793,1.70566,1.06901
No,C3,0.534875,0.110005,No,No,16841,0.998896,1.16571,0.155939
No,C3,0.535598,0.112302,No,No,16842,0.648335,0.47104,0.820795
No,C3,0.536311,0.114572,No,No,16843,1.65247,1.61943,1.34784
No,C3,0.538459,0.121414,No,No,16846,-1.15201,-0.786948,-0.551629
No,C3,0.539168,0.123675,No,No,16847,-1.22777,-0.786142,-0.740206
No,C3,0.539874,0.125928,No,No,16848,-0.947319,-0.785336,-0.0826033
No,C3,0.540576,0.128167,No,No,16849,-1.49693,-0.78453,-1.33979
No,C3,0.541277,0.130407,No,No,16850,-0.738595,-0.783724,0.32034
No,C3,0.541975,0.132637,No,No,16851,-1.06095,0.00201472,-1.37444
No,C3,0.542668,0.134855,No,No,16852,-1.42682,0.0028206,-1.63313
No,C3,0.544738,0.141482,No,No,16855,-0.755518,0.00362649,-1.00373
No,C3,0.545419,0.143665,No,No,16856,-1.71372,-0.782918,-1.70566
No,C3,0.546782,0.148038,No,No,16858,-0.6024,-0.782113,0.595953
No,C3,0.54746,0.150213,No,No,16859,0.14788,0.00443237,0.581447
No,C3,0.548804,0.154536,No,No,16861,-1.29788,0.00523826,-1.57591
No,C3,0.550142,0.158843,No,No,16863,-0.29294,0.00604415,-0.252645
No,C3,0.552126,0.165239,No,No,16866,-1.17377,0.471846,-1.64119
No,C3,0.554093,0.171593,No,No,16869,0.244586,0.81596,-0.628188
No,C3,0.555388,0.175784,No,No,16871,1.26967,1.16652,1.00534
No,C3,0.556037,0.177886,No,No,16872,0.0479502,0.472652,-0.450087
No,C3,0.556674,0.179951,No,No,16873,1.54206,1.01985,1.60089
No,C3,0.557955,0.18411,No,No,16875,1.0811,1.02065,0.810319
No,C3,0.559225,0.188237,No,No,16877,0.27521,1.16733,-1.2052
No,C3,0.559851,0.190276,No,No,16878,-1.72661,-0.781307,-1.72419
No,C3,0.561109,0.194373,No,No,16880,0.815154,1.28015,-0.522617
No,C3,0.561731,0.196402,No,No,16881,-0.439611,-0.780501,0.866731
No,C3,0.562355,0.198438,No,No,16882,0.0874386,0.473458,-0.378364
No,C3,0.562971,0.200452,No,No,16883,-0.95699,0.00685003,-1.2326
No,C3,0.563588,0.202469,No,No,16884,-0.445252,0.00765592,-0.546794
No,C3,0.5642,0.204472,No,No,16885,-0.360634,0.474264,-1.07143
No,C3,0.565417,0.208456,No,No,16887,-1.22374,-0.779695,-0.7257
No,C3,0.566624,0.212417,No,No,16889,0.851419,0.47507,1.16007
No,C3,0.567827,0.216371,No,No,16891,0.0680974,0.816766,-0.920725
No,C3,0.568423,0.218332,No,No,16892,-0.550017,0.475876,-1.29869
No,C3,0.569015,0.22028,No,No,16893,-1.42118,-0.778889,-1.17136
No,C3,0.570197,0.224177,No,No,16895,-1.12703,-0.778083,-0.503276
No,C3,0.57137,0.228048,No,No,16897,-0.919919,0.0084618,-1.18344
No,C3,0.571953,0.229977,No,No,16898,-0.27924,0.476682,-0.950543
No,C3,0.572532,0.231894,No,No,16899,0.395287,1.02146,-0.734565
No,C3,0.57311,0.233809,No,No,16900,0.313893,0.477488,0.00201472
No,C3,0.574252,0.237594,No,No,16902,0.923143,-0.777277,1.67906
No,C3,0.574826,0.239501,No,No,16903,-0.611265,-0.776471,0.577417
No,C3,0.575393,0.241385,No,No,16904,1.3696,1.60653,-0.446058
No,C3,0.575958,0.243265,No,No,16905,1.25678,1.16813,0.980361
No,C3,0.576525,0.24515,No,No,16906,-0.151104,0.817572,-1.18264
No,C3,0.577086,0.24702,No,No,16907,0.408987,1.02227,-0.712806
No,C3,0.578198,0.250732,No,No,16909,-0.596759,-0.775665,0.617712
No,C3,0.578754,0.252587,No,No,16910,0.690241,1.28096,-0.786948
No,C3,0.579853,0.256266,No,No,16912,1.20601,1.50499,-0.384005
No,C3,0.580399,0.258093,No,No,16913,-1.54529,-0.77486,-1.42199
No,C3,0.580946,0.259928,No,No,16914,-1.16974,-0.774054,-0.603206
No,C3,0.58149,0.26175,No,No,16915,-0.0664856,1.16894,-1.49532
No,C3,0.582032,0.263572,No,No,16916,-0.156745,0.00926769,-0.042309
No,C3,0.582567,0.265371,No,No,16917,-0.548406,-0.773248,0.678153
No,C3,0.583104,0.267179,No,No,16918,0.496829,1.16974,-0.873984
No,C3,0.583636,0.268968,No,No,16919,1.20923,1.5058,-0.371111
No,C3,0.584696,0.272541,No,No,16921,-1.314,-0.772442,-0.948931
No,C3,0.585746,0.276088,No,No,16923,1.61137,1.65166,0.632218
No,C3,0.586274,0.277876,No,No,16924,0.269569,0.478293,-0.0761562
No,C3,0.587311,0.281387,No,No,16926,-1.08754,-0.771636,-0.417852
No,C3,0.58783,0.283148,No,No,16927,-0.215575,0.479099,-0.847389
No,C3,0.58834,0.284881,No,No,16928,1.27531,1.63232,-0.969884
No,C3,0.588855,0.286631,No,No,16929,0.516976,1.17055,-0.841748
No,C3,0.589365,0.288364,No,No,16930,-0.587894,0.479905,-1.31964
No,C3,0.589869,0.290081,No,No,16931,1.46792,1.65892,-0.587894
No,C3,0.590375,0.291806,No,No,16932,-1.34865,-0.77083,-1.02791
No,C3,0.59088,0.293526,No,No,16933,-1.11011,-0.770024,-0.465399
No,C3,0.591381,0.295238,No,No,16934,0.385617,0.0100736,1.02388
No,C3,0.592377,0.298642,No,No,16936,-0.990031,-0.769218,-0.187369
No,C3,0.593363,0.30202,No,No,16938,1.17297,0.480711,1.50016
No,C3,0.594343,0.305383,No,No,16940,1.30916,0.481517,1.58639
No,C3,0.595319,0.308737,No,No,16942,1.01582,1.4244,-0.5613
No,C3,0.595805,0.31041,No,No,16943,0.237333,0.482323,-0.132568
No,C3,0.596762,0.313711,No,No,16945,1.48082,1.65247,-0.434776
No,C3,0.597718,0.317011,No,No,16947,-0.513752,-0.768412,0.746654
No,C3,0.598193,0.318657,No,No,16948,-0.43397,0.483129,-1.18022
No,C3,0.598666,0.320292,No,No,16949,0.608847,1.02307,-0.337263
No,C3,0.599135,0.321919,No,No,16950,0.591923,0.483935,0.682989
No,C3,0.599603,0.32354,No,No,16951,0.66123,0.484741,0.840942
No,C3,0.600067,0.325152,No,No,16952,-1.32689,0.0108795,-1.5888
No,C3,0.600528,0.326756,No,No,16953,-1.72258,-0.767607,-1.72016
No,C3,0.600993,0.328374,No,No,16954,0.920725,1.28176,-0.312281
No,C3,0.601454,0.329979,No,No,16955,-0.26151,0.818377,-1.30352
No,C3,0.601912,0.331573,No,No,16956,-0.838525,-0.766801,0.125315
No,C3,0.602369,0.333169,No,No,16957,-0.481517,0.0116853,-0.607235
No,C3,0.603272,0.336321,No,No,16959,-1.52514,-0.765995,-1.38975
No,C3,0.603725,0.337907,No,No,16960,-0.287298,0.485546,-0.954572
No,C3,0.604172,0.339474,No,No,16961,-1.07546,-0.765189,-0.382393
No,C3,0.605061,0.34259,No,No,16963,-1.56463,-0.764383,-1.45019
No,C3,0.605947,0.345704,No,No,16965,-1.19714,-0.763577,-0.665259
No,C3,0.606385,0.347246,No,No,16966,0.950543,1.17136,-0.0028206
No,C3,0.606824,0.348793,No,No,16967,-0.78856,-0.762771,0.21638
No,C3,0.60726,0.350328,No,No,16968,-1.01501,-0.761965,-0.239751
No,C3,0.607695,0.351862,No,No,16969,-0.0157148,0.486352,-0.528258
No,C3,0.608556,0.354905,No,No,16971,-0.655588,-0.761159,0.484741
No,C3,0.610684,0.362451,No,No,16976,-1.02307,-0.760354,-0.251034
No,C3,0.611525,0.365443,No,No,16978,-0.701524,-0.759548,0.399317
No,C3,0.611943,0.366932,No,No,16979,0.877207,1.02388,0.251034
No,C3,0.612359,0.368416,No,No,16980,0.507305,0.0124912,1.18828
No,C3,0.613186,0.371368,No,No,16982,-0.573388,-0.758742,0.644306
No,C3,0.613597,0.372839,No,No,16983,1.01743,1.28257,-0.112421
No,C3,0.614003,0.374294,No,No,16984,1.48968,0.0132971,1.70485
No,C3,0.614411,0.375755,No,No,16985,1.55012,1.46067,1.20359
No,C3,0.614818,0.377215,No,No,16986,1.00131,0.014103,1.55657
No,C3,0.615224,0.378672,No,No,16987,0.74343,1.17216,-0.401734
No,C3,0.616027,0.381561,No,No,16989,0.521005,1.02468,-0.508917
No,C3,0.616424,0.382988,No,No,16990,-1.27854,-0.757936,-0.860283
No,C3,0.61722,0.385858,No,No,16992,0.873984,1.02549,0.242169
No,C3,0.618789,0.391535,No,No,16996,0.780501,1.17297,-0.319534
No,C3,0.619179,0.392948,No,No,16997,0.0817974,0.487158,-0.384811
No,C3,0.619563,0.394341,No,No,16998,-0.902995,0.819183,-1.62749
No,C3,0.619951,0.395751,No,No,16999,-0.332428,0.0149089,-0.323563
No,C3,0.620715,0.398528,No,No,17001,1.39297,1.46147,0.496023
No,C3,0.621097,0.39992,No,No,17002,0.801454,0.487964,1.08754
No,C3,0.621853,0.402678,No,No,17004,0.751489,0.0157148,1.41634
No,C3,0.622607,0.405432,No,No,17006,-0.23411,0.48877,-0.87076
No,C3,0.622979,0.406795,No,No,17007,0.317922,1.17377,-1.15201
No,C3,0.62409,0.41087,No,No,17010,-1.22051,-0.75713,-0.720059
No,C3,0.624459,0.412224,No,No,17011,-0.969884,-0.756324,-0.143045
No,C3,0.625555,0.416257,No,No,17014,-0.664453,0.0165207,-0.882848
No,C3,0.625915,0.417587,No,No,17015,0.989225,0.489576,1.314
No,C3,0.626634,0.420239,No,No,17017,1.63232,1.65328,0.836107
No,C3,0.626995,0.421577,No,No,17018,0.354187,0.0173266,0.973913
No,C3,0.627353,0.422899,No,No,17019,0.658812,0.819989,0.210739
No,C3,0.62841,0.426821,No,No,17022,-1.67423,-0.755518,-1.63877
No,C3,0.629112,0.429432,No,No,17024,-1.61459,0.490382,-1.71211
No,C3,0.629463,0.430739,No,No,17025,-0.653977,0.491188,-1.37847
No,C3,0.629809,0.432025,No,No,17026,-1.38733,0.0181324,-1.60653
No,C3,0.630155,0.433318,No,No,17027,0.318728,1.17458,-1.1504
No,C3,0.630843,0.435888,No,No,17029,0.105974,0.0189383,0.493605
No,C3,0.631182,0.437154,No,No,17030,-1.41957,-0.754712,-1.16652
No,C3,0.631525,0.438438,No,No,17031,-0.591117,0.0197442,-0.774054
No,C3,0.632201,0.440971,No,No,17033,0.450893,0.491993,0.395287
No,C3,0.632537,0.442234,No,No,17034,0.143045,0.492799,-0.270375
No,C3,0.632871,0.443489,No,No,17035,-0.436387,0.0205501,-0.52987
No,C3,0.633532,0.445975,No,No,17037,0.651559,-0.753906,1.64038
No,C3,0.633861,0.447216,No,No,17038,-1.55254,-0.753101,-1.43407
No,C3,0.634521,0.449707,No,No,17040,-0.407375,-0.752295,0.934425
No,C3,0.634849,0.450946,No,No,17041,0.512141,0.493605,0.505694
No,C3,0.635174,0.452174,No,No,17042,0.360634,0.820795,-0.409793
No,C3,0.635496,0.453395,No,No,17043,0.934425,0.821601,0.873984
No,C3,0.635817,0.454609,No,No,17044,0.381587,-0.751489,1.56463
No,C3,0.636137,0.455826,No,No,17045,-0.715224,0.494411,-1.4236
No,C3,0.636457,0.45704,No,No,17046,-0.028609,-0.750683,1.35429
No,C3,0.636777,0.458257,No,No,17047,0.529064,0.495217,0.540347
No,C3,0.637094,0.459461,No,No,17048,0.363052,0.496023,0.12048
No,C3,0.637404,0.460642,No,No,17049,1.54126,1.36799,1.37202
No,C3,0.637719,0.461842,No,No,17050,1.34382,1.17538,1.18667
No,C3,0.638032,0.463036,No,No,17051,-1.03677,-0.749877,-0.284881
No,C3,0.638344,0.464225,No,No,17052,-0.492799,-0.749071,0.786142
No,C3,0.638653,0.465406,No,No,17053,-0.305028,-0.748265,1.08835
No,C3,0.638962,0.466589,No,No,17054,0.716836,1.0263,-0.139015
No,C3,0.640184,0.471271,No,No,17058,0.592729,0.496829,0.686212
No,C3,0.640484,0.472423,No,No,17059,1.31722,1.0271,1.31964
No,C3,0.640785,0.473582,No,No,17060,-1.07465,-0.747459,-0.381587
No,C3,0.641084,0.474732,No,No,17061,1.53965,1.5066,1.02468
No,C3,0.641385,0.47589,No,No,17062,-0.225245,0.822407,-1.26726
No,C3,0.641683,0.477039,No,No,17063,0.782113,1.28337,-0.597565
No,C3,0.64198,0.478186,No,No,17064,0.282463,0.497635,-0.049562
No,C3,0.643151,0.482711,No,No,17068,1.49613,1.66859,-0.529064
No,C3,0.643443,0.483843,No,No,17069,1.24227,1.42521,0.0439208
No,C3,0.643732,0.484964,No,No,17070,-0.81596,-0.746654,0.163998
No,C3,0.64402,0.486085,No,No,17071,1.17619,1.42602,-0.14788
No,C3,0.644595,0.488317,No,No,17073,0.77486,0.823213,0.511335
No,C3,0.645164,0.490534,No,No,17075,0.252645,0.824019,-0.601594
No,C3,0.645447,0.491637,No,No,17076,0.259898,0.498441,-0.0866328
No,C3,0.646008,0.493828,No,No,17078,-0.59837,0.021356,-0.786142
No,C3,0.646284,0.494905,No,No,17079,-1.5203,-0.745848,-1.38169
No,C3,0.646564,0.496004,No,No,17080,-0.927978,0.0221619,-1.1915
No,C3,0.646841,0.497088,No,No,17081,-0.916696,0.0229678,-1.17861
No,C3,0.647116,0.498164,No,No,17082,1.04322,0.0237736,1.58075
No,C3,0.647392,0.499249,No,No,17083,0.748265,0.499246,1.00454
No,C3,0.647663,0.500312,No,No,17084,1.29304,0.0245795,1.66214
No,C3,0.647938,0.501393,No,No,17085,0.84336,1.02791,0.171251
No,C3,0.648209,0.502459,No,No,17086,0.85706,1.02871,0.208322
No,C3,0.648747,0.504576,No,No,17088,1.03758,0.824824,1.08674
No,C3,0.649282,0.506687,No,No,17090,0.976331,1.17619,0.0697092
No,C3,0.649546,0.507731,No,No,17091,1.36638,1.3688,0.82563
No,C3,0.649812,0.508781,No,No,17092,0.956184,0.82563,0.915084
No,C3,0.650337,0.51086,No,No,17094,-0.878013,-0.745042,0.0543973
No,C3,0.650599,0.5119,No,No,17095,0.691047,0.500052,0.90219
No,C3,0.650861,0.512935,No,No,17096,0.446058,0.826436,-0.23008
No,C3,0.651118,0.513956,No,No,17097,0.226051,1.28418,-1.40103
No,C3,0.651891,0.517029,No,No,17100,0.396899,0.0253854,1.04725
No,C3,0.652146,0.518045,No,No,17101,0.878013,0.827242,0.742624
No,C3,0.652396,0.519042,No,No,17102,-1.72016,-0.744236,-1.71775
No,C3,0.653158,0.522088,No,No,17105,0.0229678,0.0261913,0.322757
No,C3,0.653653,0.524068,No,No,17107,1.66295,1.177,1.68873
No,C3,0.654154,0.526075,No,No,17109,0.312281,1.1778,-1.15846
No,C3,0.6544,0.527064,No,No,17110,-1.3422,-0.74343,-1.00857
No,C3,0.654648,0.528056,No,No,17111,-1.03113,-0.742624,-0.268763
No,C3,0.655379,0.530998,No,No,17114,0.108392,1.28499,-1.50177
No,C3,0.655624,0.531984,No,No,17115,-0.0834092,0.0269972,0.100333
No,C3,0.656103,0.533916,No,No,17117,-1.52756,-0.741818,-1.3962
No,C3,0.656343,0.534887,No,No,17118,-1.37283,-0.741012,-1.07465
No,C3,0.656582,0.535851,No,No,17119,-0.20671,-0.740206,1.20762
No,C3,0.656821,0.536818,No,No,17120,-0.848195,-0.739401,0.110809
No,C3,0.657291,0.538723,No,No,17122,-1.44697,-0.738595,-1.23341
No,C3,0.657527,0.539682,No,No,17123,-0.699106,-0.737789,0.409793
No,C3,0.657761,0.54063,No,No,17124,-0.891713,-0.736983,0.0253854
No,C3,0.657994,0.541574,No,No,17125,-0.996478,-0.736177,-0.209127
No,C3,0.658225,0.542514,No,No,17126,0.429134,1.02952,-0.667677
No,C3,0.658684,0.544384,No,No,17128,-1.37122,-0.735371,-1.07304
No,C3,0.65937,0.547182,No,No,17131,0.745042,0.828048,0.42994
No,C3,0.65982,0.549017,No,No,17133,1.51789,1.28579,1.41151
No,C3,0.660049,0.549954,No,No,17134,-0.459758,0.0278031,-0.568553
No,C3,0.660271,0.550865,No,No,17135,0.564523,1.2866,-1.01421
No,C3,0.660939,0.553604,No,No,17138,-0.5887,-0.734565,0.628188
No,C3,0.661156,0.554492,No,No,17139,1.66053,1.5469,1.53803
No,C3,0.66138,0.555413,No,No,17140,-0.372722,-0.733759,0.995672
No,C3,0.661817,0.557211,No,No,17142,-0.15191,-0.732953,1.25597
No,C3,0.662251,0.558999,No,No,17144,-0.126121,-0.732148,1.28337
